"","Category","Term","Count","X.","PValue","Genes","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR","Overlap"
"360","GOTERM_BP_FAT","GO:0043623~cellular protein complex assembly","70","3.043478261","0.029604563","RTN4, MTSS1, SEPT2, PREX1, NSG2, WASF1, TBX20, CAPZA1, ARHGAP18, CCT2, ACTR3, AP2B1, CTTN, INSIG1, TMSB15B1, NRG1, TMSB15B2, TMSB15L, POGZ, RAP1GDS1, TMSB10, UBE2C, SLIT2, VASP, EML2, NCK2, APITD1, NUP205, TBCD, SCIN, CAND1, STMN1, NUP107, DBN1, CASQ1, UNC13B, CAV1, SNAP91, ELN, NUP93, ABI2, FKBP1A, ARPC5, STUB1, HDGFRP3, PFN1, CENPA, KIRREL, PTK2B, CENPC1, MZT1, FBXO5, CDC42EP5, NIN, CEP192, SMAD6, PSRC1, ARFIP2, MTAP7D3, EVL, SMAD1, CENPH, GMFB, PPP1R9A, CDKN1B, ZFP207, CENPW, CENPT, ABL1, HDAC6","1928","513","17911","1.267632833","1","0.229568987","45.42345537","No"
"361","GOTERM_BP_FAT","GO:0051259~protein oligomerization","70","3.043478261","0.044048495","HMGCR, IDE, ATL3, AQP4, GJA5, ATXN10, OGT, COL23A1, PCBD1, SCUBE1, ECT2, BCL2L11, VASP, RAD50, RAD51, TOR2A, GNB1, RRM2, RRM1, COL1A2, RIPK3, CPSF7, KCNH6, KCTD12B, CPSF6, ATPIF1, COL1A1, WIZ, SEPT9, PARVA, CAV1, BLM, ALDOC, CRTC1, KCNA4, ASL, SRC, MIF, TK1, IGF1R, C1QTNF6, CEP57, NPM1, NUDT21, COL6A2, COL6A1, AGRN, BMF, ANGPTL4, THBS4, TRP53, EEF1A1, SHMT1, CUBN, TRIM28, YWHAB, ACACA, DPYSL3, MALT1, KCTD3, EVL, KCTD5, ANXA5, SEPT11, CPT1A, ANXA2, RBMXL1, BIK, APAF1, KCTD12","1928","524","17911","1.24102222","1","0.305258255","59.65721923","No"
"365","GOTERM_CC_FAT","GO:0005874~microtubule","86","3.739130435","4.09E-08","KIF23, GAS2L3, KIFC1, KIF22, SEPT2, PRC1, TUBB2B, CEP57L1, TUBB2A, KNTC1, TTLL4, CCT2, AURKA, RADIL, AURKB, GTSE1, SPRY2, KIF2C, DYNLL1, STARD9, INCENP, TUBB5, DYNC2H1, CDK5RAP2, TUBA1A, TUBA1B, ASPM, MT3, KIF14, CDK1, ARHGEF2, KIF11, KIF15, FMR1, TPX2, NUSAP1, EML4, CCDC50, EML2, SS18, KIF1A, NAV1, RCC2, SPAG5, TBCD, ROR2, HAUS7, MAPRE2, STMN1, KIF26A, DYNC1I2, SERP1, SEPT9, KIF26B, HAUS4, SHROOM2, NEK2, NCKAP5L, CEP57, TUBE1, DCLK2, SKA1, APPBP2, CKAP2, CAPN6, KIFC5B, SLC8A2, KIF3A, NIN, PSRC1, CENPE, BIRC5, DPYSL2, MID1, REEP2, CDC27, REEP4, MID2, CSPP1, PLK1, KIF20B, ZFP207, TBL1X, KATNAL2, HDAC6, KIF20A","1685","405","14413","1.816343188","4.00E-05","1.48E-06","6.44E-05","Yes"
"366","GOTERM_MF_FAT","GO:0008017~microtubule binding","49","2.130434783","1.19E-07","KIF23, GAS2L3, KIF22, PRC1, CEP57L1, FAM83D, KIF2C, STARD9, CDK5RAP2, KIF14, ARHGEF2, KIF11, FMR1, KIF15, NUSAP1, BCL2L11, EML4, EML2, KIF1A, RCC2, SPAG5, MAPRE2, KIF26A, KIF26B, CNN3, CETN3, HDGFRP3, EZR, CEP57, KIF7, SKA1, APPBP2, CHD4, CAPN6, KIF3A, PSRC1, BIRC5, MTAP7D3, CENPE, DPYSL2, MID1, RACGAP1, REEP4, MID2, PLK1, ZFP207, KIF20B, HDAC6, KIF20A","1796","206","16866","2.233750297","2.21E-04","6.15E-06","2.04E-04","No"
"367","GOTERM_MF_FAT","GO:0015631~tubulin binding","59","2.565217391","6.72E-07","KIF23, GAS2L3, KIF22, PRC1, CEP57L1, TTLL4, FAM83D, KIF2C, STARD9, CDK5RAP2, KIF14, ARHGEF2, KIF11, KIF15, FMR1, NUSAP1, BCL2L11, EML4, EML2, KIF1A, RCC2, SPAG5, TBCD, MAPRE2, STMN1, KIF26A, ARL4C, IFT74, KIF26B, CNN3, NDN, CETN3, BRSK1, HDGFRP3, EZR, CEP57, KIF7, MZT1, SKA1, APPBP2, CHD4, CAPN6, DIXDC1, KIF3A, PSRC1, BRCA2, CENPE, BIRC5, MTAP7D3, DPYSL2, RACGAP1, MID1, REEP4, MID2, PLK1, ZFP207, KIF20B, HDAC6, KIF20A","1796","283","16866","1.957813594","0.001244125","2.59E-05","0.001145331","No"
"371","GOTERM_BP_FAT","GO:0050673~epithelial cell proliferation","85","3.695652174","5.15E-11","MTSS1, IQGAP3, ZFP580, LGR4, TGFB2, WNT2, AKT1, NOV, MAGED1, CDC42, GPC3, ROBO1, TGFA, LOXL2, NR2F2, KDM5B, MYC, PTPRK, IFT80, SOX11, EFNB2, CDK6, MMP14, HMGA2, VASH2, VASH1, PRKD1, SUZ12, SMO, CCND1, CCND2, JUN, PYGO2, ATPIF1, NGFR, TBX18, IFT74, DEAF1, HMGB1, HMGB2, CAV1, ERBB4, ERBB2, CD109, KIT, SOX9, CDH3, TCF7L2, SEMA5A, ZFP36L1, VDR, ALDH1A2, NRARP, BCL11B, NPM1, WDR13, PTN, SCARB1, THBS1, COL8A2, ETV4, THBS4, KIF3A, MKI67, ALMS1, IGF1, BRCA2, BIRC5, SPARC, GAS1, SNAI2, ATP7A, CDKN1C, NOTCH2, CDKN1B, SFRP1, SULF2, ID2, SRSF6, SFRP2, SULF1, TCF19, PTCH1, FABP7, IGFBP5","1928","377","17911","2.094548301","4.51E-07","3.36E-09","1.04E-07","No"
"372","GOTERM_BP_FAT","GO:0050678~regulation of epithelial cell proliferation","72","3.130434783","2.96E-09","HMGN1, MTSS1, IQGAP3, ZFP580, TGFB2, WNT2, AKT1, MAGED1, EDNRB, CDC42, GPC3, ROBO1, TGFA, NR2F2, KDM5B, MYC, PTPRK, IFT80, SOX11, EFNB2, CDK6, HMGA2, VASH2, VASH1, SUZ12, PRKD1, SMO, CCND1, CCND2, JUN, PYGO2, ATPIF1, NGFR, TBX18, IFT74, DEAF1, CAV1, HMGB2, ERBB4, ERBB2, CD109, SOX9, CDH3, TCF7L2, SEMA5A, ZFP36L1, VDR, ALDH1A2, NRARP, BCL11B, NPM1, WDR13, PTN, THBS1, ETV4, THBS4, KIF3A, IGF1, BRCA2, BIRC5, SPARC, GAS1, SNAI2, ATP7A, CDKN1C, CDKN1B, SFRP1, SULF2, SRSF6, SFRP2, SULF1, PTCH1","1928","323","17911","2.070822039","2.59E-05","1.51E-07","5.96E-06","Yes"
"373","GOTERM_BP_FAT","GO:0050680~negative regulation of epithelial cell proliferation","34","1.47826087","3.86E-06","MTSS1, CAV1, CD109, SOX9, TGFB2, MAGED1, VDR, GPC3, ROBO1, NPM1, WDR13, PTN, THBS1, NR2F2, ETV4, PTPRK, IFT80, EFNB2, BRCA2, CDK6, SPARC, GAS1, SNAI2, VASH1, CDKN1C, SUZ12, CDKN1B, SFRP1, SFRP2, SULF1, ATPIF1, PTCH1, NGFR, IFT74","1928","134","17911","2.357148387","0.033194999","1.09E-04","0.007775896","Yes"
"374","GOTERM_BP_FAT","GO:0050679~positive regulation of epithelial cell proliferation","34","1.47826087","8.53E-04","HMGB2, CAV1, ERBB4, ERBB2, IQGAP3, CDH3, SOX9, TCF7L2, ZFP580, AKT1, WNT2, SEMA5A, CDC42, NRARP, PTN, TGFA, KDM5B, MYC, THBS4, KIF3A, SOX11, IGF1, GAS1, HMGA2, VASH2, ATP7A, PRKD1, SMO, CCND1, SFRP1, CCND2, SRSF6, JUN, TBX18","1928","174","17911","1.815275194","0.999426572","0.012720931","1.704595081","No"
"378","GOTERM_CC_FAT","GO:0044420~extracellular matrix component","40","1.739130435","3.69E-08","FRAS1, TNC, NPNT, COL3A1, ELN, TGFB2, HMCN1, SMOC1, COL12A1, PTN, FBN2, AGRN, LOXL2, LAMB1, THBS2, COL11A1, COL8A2, THBS4, FN1, COL18A1, COL4A1, LAD1, FBN1, NID1, SPARC, NID2, COL5A2, COL4A6, COL5A1, ANXA2, COL4A5, LAMA4, LAMA3, FREM2, FREM1, THSD4, COL1A2, CFDP1, MFAP2, COL1A1","1685","134","14413","2.553346029","3.61E-05","1.39E-06","5.82E-05","No"
"379","GOTERM_CC_FAT","GO:0005578~proteinaceous extracellular matrix","78","3.391304348","7.81E-08","CTHRC1, PXDN, NPNT, POSTN, MMP28, TGFB2, WNT2, NOV, GPC2, GPC3, WISP1, HMCN1, CTGF, GPC6, COL12A1, LOX, LOXL2, SPON2, COL11A1, LAD1, CRTAP, SLIT2, ADAMTS6, ADAMTS9, ADAMTS8, NAV2, COL1A2, MFAP2, COL1A1, ADAMTS3, ADAMTS4, FRAS1, ADAMTSL1, ADAMTS19, ADAMTS14, TNC, COL3A1, ELN, COL9A2, COL6A6, SMOC1, COL6A3, COL6A2, COL6A1, PTN, ADAMTS12, AGRN, FBN2, LAMB1, COL8A2, THBS2, ANGPTL4, FN1, THBS4, COL18A1, FLRT2, COL4A1, EFEMP2, FBN1, IGF1, NID1, SPARC, NID2, COL5A2, COL4A6, COL5A1, ANXA2, EMILIN1, COL4A5, LAMA4, SOST, LAMA3, COL14A1, SFRP1, FREM2, FREM1, THSD4, CFDP1","1685","360","14413","1.85330366","7.64E-05","2.55E-06","1.23E-04","Yes"
"380","GOTERM_CC_FAT","GO:0031012~extracellular matrix","102","4.434782609","1.35E-07","CTHRC1, CCT2, POSTN, TGFB2, WNT2, NOV, HMCN1, CTGF, COL12A1, RPL11, LOX, TPSB2, SPON2, LAD1, CRTAP, HNRNPU, ADAMTS6, ADAMTS9, ADAMTS8, RPS16, NAV2, COL1A2, MFAP2, COL1A1, TGFB1I1, ADAMTS3, ADAMTS4, FRAS1, ADAMTSL1, ELN, AGRN, LAMB1, ANGPTL4, FN1, COL18A1, EFEMP2, CKAP4, RPS7, EMILIN1, LAMA4, COL14A1, LAMA3, SFRP1, FREM2, FREM1, THSD4, CFDP1, BMP7, CLEC14A, PXDN, NPNT, MMP28, MMP23, GPC2, WISP1, GPC3, CD93, GPC6, TUBB5, LOXL2, COL11A1, MMP15, MMP14, FLNA, SLIT2, EIF4A1, CFL1, ADAMTS19, ADAMTS14, TNC, COL3A1, VIM, FKBP1A, COL9A2, COL6A6, SMOC1, COL6A3, COL6A2, COL6A1, PTN, ADAMTS12, FBN2, THBS1, COL8A2, THBS2, THBS4, FLRT2, COL4A1, FBN1, IGF1, NID1, NID2, SPARC, COL5A2, COL4A6, COL5A1, COL4A5, ANXA2, SOST, RPL23, SFPQ, CMA1","1685","520","14413","1.677842958","1.32E-04","4.00E-06","2.12E-04","Yes"
"381","GOTERM_CC_FAT","GO:0005604~basement membrane","30","1.304347826","4.19E-06","FRAS1, TNC, NPNT, TGFB2, HMCN1, SMOC1, PTN, AGRN, LAMB1, LOXL2, THBS2, COL8A2, THBS4, FN1, COL18A1, COL4A1, LAD1, FBN1, NID1, SPARC, NID2, COL4A6, COL5A1, COL4A5, ANXA2, LAMA4, LAMA3, FREM2, FREM1, CFDP1","1685","103","14413","2.491371611","0.004093826","1.03E-04","0.006608191","Yes"
"385","GOTERM_MF_FAT","GO:0000166~nucleotide binding","363","15.7826087","1.71E-12","KIFC1, RAD51C, SCAF4, TUBB2B, TUBB2A, U2AF2, CCT2, AURKA, AURKB, SART3, NONO, TPK1, ACTG2, DDX17, ATP2B4, DIRAS2, DDX11, CLK2, U2AF1, DYNC2H1, DHX33, PTBP2, MAP2K6, TYRO3, PAN3, MAGI1, LIG1, PTBP1, POLE, PIM1, MYH7, NAV3, MYH8, MARK1, NME7, CARNS1, NME4, RND3, UHRF1, MAPK6, RFC2, RAB17, ROR1, NEK8, ROR2, RAB13, MAPK7, KIF26A, EIF2AK4, MYH7B, KIF26B, ADSS, GNAI3, NEK3, ERBB4, GNAI1, NEK2, ERBB2, SRSF11, IGF2BP1, MYEF2, IGF2BP2, CHEK1, IGF2BP3, NAGK, TK1, HNRNPA3, PFN1, VRK1, MOV10, PABPC1, HNRNPAB, RPL23A-PS3, RECQL4, DHX9, KIF3A, MKI67, MAOA, SREK1, GARS, ACACA, TRIO, NXF1, HNRNPA1, RAD54L, ABCG4, SEPT11, HNRNPA0, ABCG1, ABCG2, EPHA3, SRSF3, SRSF2, SRSF5, EPHA7, UPF3B, DHFR, SRSF7, SRSF6, SRSF9, ARF3, RBMXL1, RAD54L2, RAD54B, TNK2, PARP1, CLCN5, ATAD2B, SRSF1, SEPHS1, TTLL4, MLH1, PMVK, CKB, ACTR3, FANCM, PARN, TUBB5, GUCY1A3, MICAL1, MASTL, TOP2B, SARDH, TOP2A, NT5C, DHCR24, IP6K2, RAP2B, CDC7, CDC6, RBM43, PIK3C2A, RBM46, MICAL2, MICAL3, RBM45, RAD50, TTF2, RAD51, MAST4, PAPD4, SQLE, EIF4A1, RRM1, GUCY1B3, RBM39, KSR1, ARL4C, REV3L, ALDH18A1, POLA1, KIT, GALK1, PTK2B, DHCR7, BUB1, FASN, SNRNP70, ACSL4, PAPSS1, ACSL3, RBM28, TRIP13, KIFC5B, RBM24, PDK3, ELAVL1, PCK2, RPS6KA6, PYGL, CSNK1E, SFPQ, POLDIP3, RAB34, KIF20B, PHGDH, CHTF18, DGKZ, RBM14, CIT, KATNAL2, ABCC5, KIF20A, SEPT3, RNASEL, SEPT2, SEPT1, CTPS, HMGCR, RBM3, IDE, DTYMK, PASK, RBM5, PI4K2B, ACSS3, ITPKA, CSNK2A2, KDM1A, PRKAR2B, ARL10, STARD9, TIA1, RBMS3, PMS2, STK39, ORC1, CSNK1G1, STK24, DDX39B, HNRNPR, STK3, HNRNPU, EARS2, MAP4K5, RENBP, CDKL1, PDE5A, BMP2K, REM1, RIPK3, CELF1, RIPK4, SMARCA1, SEPT6, SEPT8, PRPS2, NRBP2, SEPT9, ME2, BLM, SETD1B, CTPS2, ABCA4, SRC, DAZAP1, HNRNPL, TTBK2, HNRNPF, NPM1, HNRNPD, TUBE1, DYRK2, EWSR1, HELLS, ERCC6L, TRP53, EEF1A1, NIN, BMX, ATAD2, BRIP1, RNPS1, ATAD5, RBMX, RIMKLA, ATP7A, UBE2E3, DNA2, PLK4, PLK2, PLK1, POLD1, DNMT1, CIRBP, ABL1, MYH10, KIF23, KIF22, FIGNL1, SLFN9, ATL3, PRKAG2, DICER1, HLCS, PIP5K1A, AKT1, PABPC4L, CDC42, KIF2C, ACVR1B, MCM9, PRMT1, MCM7, PAK4, ATP8B2, CSK, TUBA1A, TUBA1B, CDK14, KIF14, CDK1, CAMK1G, KIF11, RABL3, LIMK1, KIF15, PRKCI, UBE2I, CDK6, MCM2, PBK, UBE2H, MCM3, CDK4, UBE2C, MCM4, MCM5, CDK2, MCM6, TOR2A, PRKD1, DDR1, HUNK, KIF1A, PANK2, BVES, LARP7, HHAT, RBMX2, CPSF7, CPSF6, BUB1B, NRK, CHFR, ALDH9A1, MELK, PRKD3, CAMK1D, SMARCAD1, 2610020H08RIK, TRA2B, DCK, BRSK1, TRIB2, N4BP2, TYMS, IGF1R, CHD8, ERCC6, KIF7, MSI1, GPSM2, DCLK2, CAMK2A, EHD2, CHD4, CHD3, ERH, UBE4B, ALYREF, SIRT6, CENPE, SMC2, UBE2Q1, GSG2, SMC4, RASL11B, ICK, RASL11A, PSPC1, ZRANB3, APAF1","1796","2438","16866","1.39823023","3.17E-09","3.17E-10","2.91E-09","Yes"
"386","GOTERM_MF_FAT","GO:1901265~nucleoside phosphate binding","363","15.7826087","1.71E-12","KIFC1, RAD51C, SCAF4, TUBB2B, TUBB2A, U2AF2, CCT2, AURKA, AURKB, SART3, NONO, TPK1, ACTG2, DDX17, ATP2B4, DIRAS2, DDX11, CLK2, U2AF1, DYNC2H1, DHX33, PTBP2, MAP2K6, TYRO3, PAN3, MAGI1, LIG1, PTBP1, POLE, PIM1, MYH7, NAV3, MYH8, MARK1, NME7, CARNS1, NME4, RND3, UHRF1, MAPK6, RFC2, RAB17, ROR1, NEK8, ROR2, RAB13, MAPK7, KIF26A, EIF2AK4, MYH7B, KIF26B, ADSS, GNAI3, NEK3, ERBB4, GNAI1, NEK2, ERBB2, SRSF11, IGF2BP1, MYEF2, IGF2BP2, CHEK1, IGF2BP3, NAGK, TK1, HNRNPA3, PFN1, VRK1, MOV10, PABPC1, HNRNPAB, RPL23A-PS3, RECQL4, DHX9, KIF3A, MKI67, MAOA, SREK1, GARS, ACACA, TRIO, NXF1, HNRNPA1, RAD54L, ABCG4, SEPT11, HNRNPA0, ABCG1, ABCG2, EPHA3, SRSF3, SRSF2, SRSF5, EPHA7, UPF3B, DHFR, SRSF7, SRSF6, SRSF9, ARF3, RBMXL1, RAD54L2, RAD54B, TNK2, PARP1, CLCN5, ATAD2B, SRSF1, SEPHS1, TTLL4, MLH1, PMVK, CKB, ACTR3, FANCM, PARN, TUBB5, GUCY1A3, MICAL1, MASTL, TOP2B, SARDH, TOP2A, NT5C, DHCR24, IP6K2, RAP2B, CDC7, CDC6, RBM43, PIK3C2A, RBM46, MICAL2, MICAL3, RBM45, RAD50, TTF2, RAD51, MAST4, PAPD4, SQLE, EIF4A1, RRM1, GUCY1B3, RBM39, KSR1, ARL4C, REV3L, ALDH18A1, POLA1, KIT, GALK1, PTK2B, DHCR7, BUB1, FASN, SNRNP70, ACSL4, PAPSS1, ACSL3, RBM28, TRIP13, KIFC5B, RBM24, PDK3, ELAVL1, PCK2, RPS6KA6, PYGL, CSNK1E, SFPQ, POLDIP3, RAB34, KIF20B, PHGDH, CHTF18, DGKZ, RBM14, CIT, KATNAL2, ABCC5, KIF20A, SEPT3, RNASEL, SEPT2, SEPT1, CTPS, HMGCR, RBM3, IDE, DTYMK, PASK, RBM5, PI4K2B, ACSS3, ITPKA, CSNK2A2, KDM1A, PRKAR2B, ARL10, STARD9, TIA1, RBMS3, PMS2, STK39, ORC1, CSNK1G1, STK24, DDX39B, HNRNPR, STK3, HNRNPU, EARS2, MAP4K5, RENBP, CDKL1, PDE5A, BMP2K, REM1, RIPK3, CELF1, RIPK4, SMARCA1, SEPT6, SEPT8, PRPS2, NRBP2, SEPT9, ME2, BLM, SETD1B, CTPS2, ABCA4, SRC, DAZAP1, HNRNPL, TTBK2, HNRNPF, NPM1, HNRNPD, TUBE1, DYRK2, EWSR1, HELLS, ERCC6L, TRP53, EEF1A1, NIN, BMX, ATAD2, BRIP1, RNPS1, ATAD5, RBMX, RIMKLA, ATP7A, UBE2E3, DNA2, PLK4, PLK2, PLK1, POLD1, DNMT1, CIRBP, ABL1, MYH10, KIF23, KIF22, FIGNL1, SLFN9, ATL3, PRKAG2, DICER1, HLCS, PIP5K1A, AKT1, PABPC4L, CDC42, KIF2C, ACVR1B, MCM9, PRMT1, MCM7, PAK4, ATP8B2, CSK, TUBA1A, TUBA1B, CDK14, KIF14, CDK1, CAMK1G, KIF11, RABL3, LIMK1, KIF15, PRKCI, UBE2I, CDK6, MCM2, PBK, UBE2H, MCM3, CDK4, UBE2C, MCM4, MCM5, CDK2, MCM6, TOR2A, PRKD1, DDR1, HUNK, KIF1A, PANK2, BVES, LARP7, HHAT, RBMX2, CPSF7, CPSF6, BUB1B, NRK, CHFR, ALDH9A1, MELK, PRKD3, CAMK1D, SMARCAD1, 2610020H08RIK, TRA2B, DCK, BRSK1, TRIB2, N4BP2, TYMS, IGF1R, CHD8, ERCC6, KIF7, MSI1, GPSM2, DCLK2, CAMK2A, EHD2, CHD4, CHD3, ERH, UBE4B, ALYREF, SIRT6, CENPE, SMC2, UBE2Q1, GSG2, SMC4, RASL11B, ICK, RASL11A, PSPC1, ZRANB3, APAF1","1796","2438","16866","1.39823023","3.17E-09","3.17E-10","2.91E-09","No"
"387","GOTERM_MF_FAT","GO:0036094~small molecule binding","381","16.56521739","5.06E-11","KIFC1, RAD51C, SCAF4, TUBB2B, TUBB2A, U2AF2, CCT2, AURKA, AURKB, SART3, NONO, TPK1, ACTG2, DDX17, ATP2B4, DIRAS2, DDX11, CLK2, U2AF1, DYNC2H1, DHX33, PTBP2, OGT, MAP2K6, TYRO3, PAN3, MAGI1, LIG1, PTBP1, POLE, PIM1, MYH7, NAV3, MYH8, MARK1, NME7, CARNS1, NME4, RND3, UHRF1, MAPK6, RFC2, RAB17, ROR1, NEK8, ROR2, RAB13, MAPK7, KIF26A, EIF2AK4, MYH7B, KIF26B, ADSS, GNAI3, ERBB4, RBP1, NEK3, GNAI1, NEK2, ERBB2, SRSF11, IGF2BP1, MYEF2, IGF2BP2, CHEK1, IGF2BP3, NAGK, TK1, HNRNPA3, PFN1, VRK1, MOV10, PABPC1, NR1H4, HNRNPAB, RPL23A-PS3, RECQL4, OSBPL5, DHX9, KIF3A, MKI67, MAOA, SREK1, GARS, ACACA, TRIO, TKT, NXF1, HNRNPA1, RAD54L, ABCG4, SEPT11, HNRNPA0, ABCG1, ABCG2, EPHA3, SRSF3, SRSF2, SRSF5, EPHA7, DHFR, UPF3B, SRSF7, SRSF6, SRSF9, ARF3, RBMXL1, RAD54L2, RAD54B, TNK2, PARP1, CLCN5, ATAD2B, SRSF1, SEPHS1, TTLL4, MLH1, PMVK, CKB, ACTR3, FANCM, PARN, P4HA3, TUBB5, GUCY1A3, MICAL1, MASTL, TOP2B, SARDH, TOP2A, NT5C, DHCR24, IP6K2, RAP2B, CDC7, CDC6, RBM43, PIK3C2A, RBM46, MICAL2, MICAL3, RBM45, RAD50, TTF2, RAD51, MAST4, PAPD4, SQLE, EIF4A1, RRM1, GUCY1B3, RBM39, KSR1, ARL4C, REV3L, ALDH18A1, POLA1, KIT, GALK1, PTK2B, DHCR7, BUB1, FASN, ILVBL, SNRNP70, ACSL4, PAPSS1, ACSL3, RBM28, TRIP13, KIFC5B, SOAT1, SHMT1, RBM24, PDK3, ELAVL1, PCK2, RPS6KA6, PYGL, CSNK1E, SFPQ, POLDIP3, RAB34, GYG, KIF20B, PHGDH, CHTF18, DGKZ, PTCH1, RBM14, CIT, KATNAL2, ABCC5, KIF20A, SEPT3, RNASEL, SEPT2, SEPT1, CTPS, HMGCR, RBM3, IDE, DTYMK, PASK, RBM5, PI4K2B, ACSS3, ITPKA, CSNK2A2, KDM1A, PRKAR2B, STARD5, ARL10, STARD4, STARD9, TIA1, RBMS3, PMS2, STK39, ORC1, CSNK1G1, ACTN4, STK24, DDX39B, HNRNPR, STK3, HNRNPU, EARS2, MAP4K5, RENBP, CDKL1, PDE5A, BMP2K, REM1, RIPK3, CELF1, RIPK4, SMARCA1, SEPT6, SEPT8, PRPS2, NRBP2, SEPT9, ME2, BLM, SETD1B, CTPS2, ABCA4, SRC, DAZAP1, HNRNPL, VDR, TTBK2, HNRNPF, NPM1, HNRNPD, TUBE1, DYRK2, EWSR1, HELLS, ERCC6L, TRP53, EEF1A1, CUBN, NIN, BMX, ATAD2, BRIP1, RNPS1, ATAD5, RBMX, RIMKLA, ATP7A, UBE2E3, DNA2, PLK4, PLK2, PLK1, POLD1, DNMT1, CIRBP, ABL1, MYH10, KIF23, KIF22, FIGNL1, SLFN9, ATL3, PRKAG2, DICER1, HLCS, PIP5K1A, AKT1, PABPC4L, CDC42, KIF2C, ACVR1B, MCM9, PRMT1, MCM7, PAK4, ATP8B2, CSK, TUBA1A, TUBA1B, CDK14, KIF14, CDK1, CAMK1G, KIF11, RABL3, LIMK1, KIF15, PRKCI, UBE2I, CDK6, MCM2, PBK, UBE2H, MCM3, CDK4, UBE2C, MCM4, MCM5, CDK2, MCM6, TOR2A, PRKD1, DDR1, HUNK, KIF1A, PANK2, BVES, LARP7, IGF2R, HHAT, RBMX2, CPSF7, CPSF6, BUB1B, NRK, CHFR, ALDH9A1, MELK, PRKD3, CAMK1D, SMARCAD1, 2610020H08RIK, TRA2B, DCK, BRSK1, TRIB2, N4BP2, ALDH1A2, TYMS, IGF1R, CHD8, ERCC6, KIF7, MSI1, GPSM2, DCLK2, CAMK2A, EHD2, CHD4, CHD3, ERH, UBE4B, ALYREF, SIRT6, CENPE, SMC2, UBE2Q1, GSG2, SMC4, RASL11B, ICK, RASL11A, PSPC1, ZRANB3, APAF1","1796","2649","16866","1.35066853","9.37E-08","5.51E-09","8.62E-08","No"
